data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;CoviVac;59;40;99;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;EpiVacCorona;1768;576;2344;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;SputnikLite;4946;1718;6664;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;165_195_days;SputnikV;3329;982;4311;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;AllVaccines;2226;1292;3518;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;CoviVac;87;20;107;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;EpiVacCorona;1;0;1;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;SputnikLite;160;18;178;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;21_45_days;SputnikV;1978;1254;3232;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;AllVaccines;2519;1597;4116;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;CoviVac;170;120;290;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;EpiVacCorona;83;18;101;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;SputnikLite;149;49;198;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;45_75_days;SputnikV;2117;1410;3527;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;AllVaccines;1215;790;2005;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;CoviVac;227;230;457;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;EpiVacCorona;8;3;11;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;SputnikLite;87;30;117;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;75_90_days;SputnikV;893;527;1420;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;AllVaccines;1464;819;2283;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;CoviVac;66;12;78;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;EpiVacCorona;21;10;31;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;SputnikLite;207;65;272;385443;144230;529673
2022.07_16-08-2022;Республика Северная Осетия - Алания;90_105_days;SputnikV;1170;732;1902;385443;144230;529673
2022.07_16-08-2022;Республика Татарстан;105_165_days;AllVaccines;97695;41595;139290;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;105_165_days;CoviVac;971;427;1398;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;105_165_days;EpiVacCorona;1971;1531;3502;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;105_165_days;SputnikLite;39085;15939;55024;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;105_165_days;SputnikV;55668;23698;79366;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;165_195_days;AllVaccines;67221;38336;105557;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;165_195_days;CoviVac;332;129;461;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;165_195_days;EpiVacCorona;1153;960;2113;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;165_195_days;SputnikLite;35809;22818;58627;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;165_195_days;SputnikV;29927;14429;44356;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;21_45_days;AllVaccines;14386;6557;20943;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;21_45_days;CoviVac;401;212;613;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;21_45_days;EpiVacCorona;979;398;1377;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;21_45_days;SputnikLite;2077;942;3019;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;21_45_days;SputnikV;10929;5005;15934;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;45_75_days;AllVaccines;12710;7072;19782;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;45_75_days;CoviVac;454;178;632;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;45_75_days;EpiVacCorona;380;127;507;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;45_75_days;SputnikLite;4934;3606;8540;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;45_75_days;SputnikV;6942;3161;10103;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;75_90_days;AllVaccines;7033;3623;10656;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;75_90_days;CoviVac;86;37;123;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;75_90_days;EpiVacCorona;362;204;566;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;75_90_days;SputnikLite;3210;1989;5199;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;75_90_days;SputnikV;3375;1393;4768;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;90_105_days;AllVaccines;9923;4782;14705;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;90_105_days;CoviVac;82;29;111;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;90_105_days;EpiVacCorona;840;444;1284;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;90_105_days;SputnikLite;4218;2595;6813;2180132;866477;3046609
2022.07_16-08-2022;Республика Татарстан;90_105_days;SputnikV;4783;1714;6497;2180132;866477;3046609
2022.07_16-08-2022;Республика Тыва;105_165_days;AllVaccines;18491;3224;21715;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;105_165_days;CoviVac;134;39;173;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;105_165_days;EpiVacCorona;446;70;516;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;105_165_days;SputnikLite;9502;1689;11191;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;105_165_days;SputnikV;8409;1426;9835;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;165_195_days;AllVaccines;11889;2438;14327;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;165_195_days;CoviVac;4;0;4;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;165_195_days;EpiVacCorona;99;6;105;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;165_195_days;SputnikLite;9443;2052;11495;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;165_195_days;SputnikV;2343;380;2723;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;21_45_days;AllVaccines;2916;661;3577;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;21_45_days;CoviVac;3;0;3;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;21_45_days;EpiVacCorona;884;203;1087;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;21_45_days;SputnikLite;683;76;759;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;21_45_days;SputnikV;1346;382;1728;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;45_75_days;AllVaccines;3472;863;4335;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;45_75_days;CoviVac;90;14;104;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;45_75_days;EpiVacCorona;756;204;960;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;45_75_days;SputnikLite;581;60;641;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;45_75_days;SputnikV;2045;585;2630;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;75_90_days;AllVaccines;3449;814;4263;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;75_90_days;CoviVac;448;71;519;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;75_90_days;EpiVacCorona;413;117;530;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;75_90_days;SputnikLite;987;187;1174;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;75_90_days;SputnikV;1601;439;2040;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;90_105_days;AllVaccines;2463;455;2918;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;90_105_days;CoviVac;177;22;199;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;90_105_days;EpiVacCorona;196;43;239;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;90_105_days;SputnikLite;1077;171;1248;176122;31028;207150
2022.07_16-08-2022;Республика Тыва;90_105_days;SputnikV;1013;219;1232;176122;31028;207150
2022.07_16-08-2022;Республика Хакасия;105_165_days;AllVaccines;16514;6317;22831;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;105_165_days;CoviVac;340;89;429;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;105_165_days;EpiVacCorona;761;260;1021;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;105_165_days;SputnikLite;8330;2616;10946;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;105_165_days;SputnikV;7083;3352;10435;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;165_195_days;AllVaccines;13387;5538;18925;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;165_195_days;CoviVac;214;68;282;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;165_195_days;EpiVacCorona;444;174;618;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;165_195_days;SputnikLite;9699;4130;13829;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;165_195_days;SputnikV;3030;1166;4196;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;21_45_days;AllVaccines;1184;938;2122;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;21_45_days;EpiVacCorona;135;107;242;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;21_45_days;SputnikLite;2;0;2;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;21_45_days;SputnikV;1047;831;1878;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;45_75_days;AllVaccines;1118;724;1842;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;45_75_days;CoviVac;30;5;35;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;45_75_days;EpiVacCorona;85;80;165;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;45_75_days;SputnikLite;76;57;133;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;45_75_days;SputnikV;927;582;1509;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;75_90_days;AllVaccines;767;431;1198;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;75_90_days;CoviVac;70;30;100;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;75_90_days;EpiVacCorona;63;44;107;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;75_90_days;SputnikLite;69;56;125;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;75_90_days;SputnikV;565;301;866;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;90_105_days;AllVaccines;939;428;1367;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;90_105_days;CoviVac;92;20;112;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;90_105_days;EpiVacCorona;49;19;68;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;90_105_days;SputnikLite;86;59;145;291439;112190;403629
2022.07_16-08-2022;Республика Хакасия;90_105_days;SputnikV;712;330;1042;291439;112190;403629
2022.07_16-08-2022;Ростовская область;105_165_days;AllVaccines;165237;80605;245842;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;105_165_days;CoviVac;2122;566;2688;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;105_165_days;EpiVacCorona;8062;4966;13028;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;105_165_days;SputnikLite;57002;17411;74413;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;105_165_days;SputnikV;98051;57662;155713;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;165_195_days;AllVaccines;86377;40554;126931;2367942;1020468;3388410
2022.07_16-08-2022;Ростовская область;165_195_days;CoviVac;641;237;878;2367942;1020468;3388410
